age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income
65,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,0
32,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
55,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,55,0
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
31,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,38,0
71,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,0
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
23,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,0,0,48,0
47,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,4064,0,40,0
28,Private,School,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,0
59,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
55,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
34,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
26,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
36,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
52,Private,School,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,40,0
31,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
57,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
47,Private,HS-grad,Never-married,Farming-fishing,Unmarried,White,Female,0,0,46,0
66,Local-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,0
47,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,7,1
27,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
57,Private,Some-college,Separated,Sales,Not-in-family,White,Female,0,0,40,0
33,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,0
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,50,0
20,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,0
47,State-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
34,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,1151,0,48,0
42,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
35,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,0,0,35,0
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
36,Private,School,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,45,0
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,1
82,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,0
21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,42,0
38,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,0
59,Local-gov,School,Widowed,Other-service,Unmarried,Black,Female,0,0,30,0
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,0
52,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
22,Private,HS-grad,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,3,0
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
53,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
45,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,1876,50,0
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,1
31,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
59,Local-gov,HS-grad,Separated,Protective-serv,Other-relative,Black,Female,0,2339,40,0
30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1
19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,0
45,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,0
46,Private,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,1
51,Private,School,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
69,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,0
23,Private,School,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,12,0
28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
24,Local-gov,Some-college,Never-married,Protective-serv,Unmarried,Other,Male,1151,0,40,0
60,Private,School,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,1
30,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,0
49,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,0
30,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
27,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,0
51,State-gov,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,0
33,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,0
19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,0
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,0
46,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,24,0
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,0
27,Self-emp-not-inc,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,0,0,30,0
38,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,0
60,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,1
42,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,7688,0,45,1
56,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,0,0,16,0
39,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,0
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,1
39,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Black,Male,0,0,45,0
27,Private,School,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,75,0
42,Private,School,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,22,0
17,Private,School,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,15024,0,50,1
60,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
23,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,0
27,Private,HS-grad,Separated,Prof-specialty,Other-relative,White,Female,0,0,40,0
27,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,0,0,60,0
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
26,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,0
61,Self-emp-not-inc,School,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,1
57,Self-emp-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,0
35,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
32,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,35,0
23,Private,School,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,0
19,Private,School,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,0
47,Private,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,35,0
32,Private,Some-college,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,70,0
41,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,3674,0,45,0
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,0
45,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1628,45,0
23,Private,HS-grad,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,0
19,State-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,0
50,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,0
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,1
53,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,40,1
25,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,45,0
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,1
47,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
48,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
27,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,0
30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,25,0
42,Private,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
37,State-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,1
52,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,1
24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,40,0
64,Private,School,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,0
41,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,0
54,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
37,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
29,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,45,0
38,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
53,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,8,0
44,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,96,0
34,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
41,Private,Some-college,Separated,Sales,Not-in-family,White,Male,0,0,80,1
37,Private,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,30,0
39,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,0
29,Private,School,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
61,Private,School,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,0
31,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,20,1
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,1
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,30,0
31,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,40,0
23,Private,Assoc-voc,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,0
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50,0
35,Private,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,0
62,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
52,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
22,State-gov,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,0
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,1
43,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
47,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
72,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,1455,0,6,0
32,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,48,0
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,1
56,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
29,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,0
65,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,3818,0,40,0
56,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,0
69,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
27,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,0,0,40,0
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,0
24,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,12,0
33,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
26,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
21,Private,School,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
81,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,24,1
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
42,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,0
37,Private,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,0
28,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
22,Private,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,0
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,35,0
55,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,0,0,40,0
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,1
51,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
38,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,50,1
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,0
27,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
31,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,1
41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,0
43,Private,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,0
45,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,1
41,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1628,5,0
46,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,1
18,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,16,0
59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,1
18,Private,School,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,0
35,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
25,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Female,0,0,40,0
25,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,37,0
25,Private,School,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,0
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,30,0
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3103,0,40,1
63,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,41310,0,50,0
31,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,0
35,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,43,0
17,Private,School,Never-married,Sales,Own-child,White,Female,0,0,16,0
64,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,0
62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,1
27,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,1
38,Private,Prof-school,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,0
20,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,3781,0,35,0
35,Private,Prof-school,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,0
23,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1573,30,0
35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
23,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,0
20,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,35,0
34,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,60,1
53,Self-emp-not-inc,Assoc-voc,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,0
42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Other,Male,0,0,40,1
52,Private,School,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,0
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
23,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,0
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,0
36,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,0
56,Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,60,1
58,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,8,0
39,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,1
64,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,0
35,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
27,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,40,0
60,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
47,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,1
34,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,0
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
64,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,0
45,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,1902,40,1
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
69,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,11,0
52,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
52,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,1
37,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,0
40,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
27,Local-gov,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,0
36,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,1
49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,0
42,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,0
25,State-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,20,0
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
46,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,1
21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
57,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
24,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0,0,37,0
38,Private,Some-college,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,0
31,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,35,0
40,Private,School,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,0
17,Private,School,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
41,Private,HS-grad,Separated,Prof-specialty,Not-in-family,Black,Female,0,0,32,0
32,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,16,0
30,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,35,0
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55,0
49,Private,School,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,0
40,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,0
39,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,0
37,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,50,1
26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,0
69,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,0
77,Self-emp-inc,Doctorate,Married-civ-spouse,Farming-fishing,Husband,White,Male,20051,0,40,1
35,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,1151,0,40,0
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,1
33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,0
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,1
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,1
52,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,0
32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
34,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,0
56,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,1
41,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,1
42,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,0,0,32,0
31,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,48,0
51,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,0
37,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,1
55,Local-gov,School,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
44,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,10,0
18,Private,School,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,0
51,State-gov,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,0,2444,39,1
56,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
27,Private,School,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,0
40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,0
17,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,0
80,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,0
17,Private,School,Never-married,Machine-op-inspct,Own-child,Other,Male,0,0,12,0
45,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,0
47,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
36,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
28,Private,School,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,0
31,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,0
41,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,15,1
58,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,1
54,Local-gov,School,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,0
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,0
56,Private,School,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,1
21,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
51,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
24,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,20,0
18,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,0
57,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,28,0
41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,0
37,Private,Bachelors,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,0
72,Private,School,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,0
22,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,40,0
50,Private,HS-grad,Widowed,Sales,Unmarried,White,Female,0,0,40,0
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
19,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
